DATE,SPASTT01BRM657N
2018-01-01,9.40085619838922
2018-02-01,4.33602500477035
2018-03-01,1.12032035805059
2018-04-01,-0.202371441672656
2018-05-01,-3.30703822124963
2018-06-01,-11.6024243668498
2018-07-01,5.8099888704964
2018-08-01,1.16624186983598
2018-09-01,-0.989700426643542
2018-10-01,9.2315986743921
2018-11-01,3.91919796960951
2018-12-01,-0.531638470286528
2019-01-01,8.47697928099647
2019-02-01,2.51381468736965
2019-03-01,-0.595634187204218
2019-04-01,-0.841447403114561
2019-05-01,-1.12313927250054
2019-06-01,5.0873540452532
2019-07-01,4.49339803857196
2019-08-01,-2.80123965397196
2019-09-01,2.91214648884735
2019-10-01,1.08390109357853
2019-11-01,2.80044860530299
2019-12-01,5.15226012952309
2020-01-01,3.28155376705958
2020-02-01,-3.07426771698827
2020-03-01,-28.021615965031
2020-04-01,-4.74077834088031
2020-05-01,4.82519866173672
2020-06-01,16.0412550311463
2020-07-01,7.2972149237934
2020-08-01,0.35462836736866
2020-09-01,-2.96533141841068
2020-10-01,-0.786404650665143
2020-11-01,6.96655634657774
2020-12-01,10.7245411023282
2021-01-01,3.37676644244795
2021-02-01,-1.82827451442244
2021-03-01,-3.25366150236465
2021-04-01,4.59638669280741
