DATE,GEPUPPP
2017-09-01,159.92518230079585
2017-10-01,153.47229810366653
2017-11-01,160.10166485788054
2017-12-01,154.34004985702703
2018-01-01,146.04908416225135
2018-02-01,126.40821128244438
2018-03-01,162.08119877522012
2018-04-01,160.01939069332875
2018-05-01,174.90102270289103
2018-06-01,176.18109837615322
2018-07-01,226.69088455498098
2018-08-01,187.93472328453402
2018-09-01,204.03929671174336
2018-10-01,230.3976451629615
2018-11-01,258.11171395206617
2018-12-01,273.1357469949656
2019-01-01,261.5545241392796
2019-02-01,212.70270288402955
2019-03-01,258.9289086666714
2019-04-01,201.02590182098587
2019-05-01,252.62334445069195
2019-06-01,335.0948277521658
2019-07-01,268.012479785609
2019-08-01,319.6354537310297
2019-09-01,288.85880472219554
2019-10-01,272.57334678988724
2019-11-01,266.04934359021115
2019-12-01,280.1116617923956
2020-01-01,238.76150577442027
2020-02-01,234.4849687013872
2020-03-01,356.0851088606061
2020-04-01,367.0568329203693
2020-05-01,436.72892853821935
2020-06-01,343.8132157995865
2020-07-01,351.4478233364196
2020-08-01,313.8130151410557
2020-09-01,299.68318970098704
2020-10-01,310.5898517218331
2020-11-01,379.45040655743253
2020-12-01,302.37923947975077
2021-01-01,288.9110837991369
2021-02-01,222.71140972927714
2021-03-01,222.0448439929757
