DATE,SPASTT01KRM657N
2017-04-01,1.2154209460979
2017-05-01,6.06014313622014
2017-06-01,3.53325273123274
2017-07-01,1.72256791622401
2017-08-01,-1.75597828339344
2017-09-01,0.0552619034561979
2017-10-01,3.66466540744739
2017-11-01,3.04015031967333
2017-12-01,-2.64810480321767
2018-01-01,2.11602241305211
2018-02-01,-3.22519167318481
2018-03-01,0.537052080512677
2018-04-01,0.316265859202518
2018-05-01,0.228620709293721
2018-06-01,-2.5557666082213
2018-07-01,-4.85740585704349
2018-08-01,-0.0674181897778316
2018-09-01,1.28750476407428
2018-10-01,-6.37818433458761
2018-11-01,-3.75583818019706
2018-12-01,-0.734881175809892
2019-01-01,1.51400856858252
2019-02-01,5.2330981789428
2019-03-01,-2.06772618018369
2019-04-01,2.24681189363578
2019-05-01,-5.21626313219896
2019-06-01,0.322406795343211
2019-07-01,-1.14143637478665
2019-08-01,-6.5165329793987
2019-09-01,5.22744692562126
2019-10-01,0.872120024051748
2019-11-01,3.16754142374589
2019-12-01,1.05599894775905
2020-01-01,2.58591436686238
2020-02-01,-1.80252843354933
2020-03-01,-17.551866071099
2020-04-01,3.78508465090248
2020-05-01,5.75016986809607
2020-06-01,8.85717053967087
2020-07-01,2.86925563311004
2020-08-01,7.13449759785061
2020-09-01,0.718773112529864
2020-10-01,-0.543567711740299
2020-11-01,6.26015742685589
2020-12-01,10.3399116676917
2021-01-01,11.4320457745077
2021-02-01,0.462489322797407
2021-03-01,-1.99176912159782
2021-04-01,4.40226677485966
