DATE,SPASTT01RUM657N
2018-01-01,6.1547830931125
2018-02-01,1.26214110363967
2018-03-01,0.464219522692752
2018-04-01,-2.37288580159213
2018-05-01,3.54508939965879
2018-06-01,-1.96678775298392
2018-07-01,1.94537081149753
2018-08-01,-0.654689271403964
2018-09-01,3.74059732826921
2018-10-01,0.223783152865306
2018-11-01,-0.370323823886714
2018-12-01,-0.25901289177803
2019-01-01,3.08460857468067
2019-02-01,2.17153933921406
2019-03-01,-0.556763009482175
2019-04-01,2.96885439894383
2019-05-01,1.16057258562594
2019-06-01,6.21196254892946
2019-07-01,0.387823929391291
2019-08-01,-3.1119873302577
2019-09-01,4.32585488468128
2019-10-01,-0.559676742760241
2019-11-01,6.18784928790337
2019-12-01,1.37176074319552
2020-01-01,4.63436855221202
2020-02-01,-1.86402806765945
2020-03-01,-19.2928090290803
2020-04-01,4.63301269097082
2020-05-01,3.52475828849326
2020-06-01,3.24169427778276
2020-07-01,1.9132911209414
2020-08-01,6.73250824497322
2020-09-01,-2.86867680039871
2020-10-01,-3.85816563533682
2020-11-01,6.90132426297402
2020-12-01,7.6689331988724
2021-01-01,5.2475881063737
2021-02-01,0.0875242674248244
2021-03-01,2.14217592252952
2021-04-01,2.09667456726281
