DATE,SPASTT01ZAM657N
2017-05-01,1.73450707408581
2017-06-01,-4.27711050808149
2017-07-01,3.4759923497959
2017-08-01,4.37834443237869
2017-09-01,-0.0296173470986702
2017-10-01,3.47274029623615
2017-11-01,3.87005519154146
2017-12-01,-2.65837560304756
2018-01-01,3.38213107557743
2018-02-01,-4.06138127238904
2018-03-01,-0.421170047989448
2018-04-01,-1.72819128171313
2018-05-01,1.52531648583987
2018-06-01,-0.57344908995254
2018-07-01,-0.442951783995824
2018-08-01,1.49760293310488
2018-09-01,-1.88963512617053
2018-10-01,-6.78561255469552
2018-11-01,-0.816033853094634
2018-12-01,-1.53964447245784
2019-01-01,3.24836557391238
2019-02-01,2.80652604935985
2019-03-01,2.18231205152364
2019-04-01,4.33912404505743
2019-05-01,-3.55806848737302
2019-06-01,3.16668931671257
2019-07-01,-0.741722751736214
2019-08-01,-5.08295007922075
2019-09-01,1.8218971920054
2019-10-01,-0.898019227083905
2019-11-01,2.35524041081853
2019-12-01,-0.285134362543377
2020-01-01,1.68191737659313
2020-02-01,-1.48901483994924
2020-03-01,-19.8894071576769
2020-04-01,6.20404326503856
2020-05-01,4.84046663799536
2020-06-01,6.55002430930721
2020-07-01,3.66652865390643
2020-08-01,1.7770176195054
2020-09-01,-3.22865068409882
2020-10-01,-0.664721392647478
2020-11-01,3.87285338862511
2020-12-01,4.61323308366341
2021-01-01,6.49684341109574
2021-02-01,4.17879866021869
2021-03-01,2.33605985808917
2021-04-01,0.257130028377586
