DATE,SPASTT01TRM657N
2015-02-01,-3.04247016908896
2015-03-01,-5.63546223388742
2015-04-01,3.00393107028952
2015-05-01,2.20104651720993
2015-06-01,-4.32372765917473
2015-07-01,-0.651725661544484
2015-08-01,-5.79529310025327
2015-09-01,-3.52506098040759
2015-10-01,6.84419432890194
2015-11-01,2.18445057950916
2015-12-01,-8.54851963445304
2016-01-01,-3.05505636333932
2016-02-01,2.74828670935849
2016-03-01,9.3077291054466
2016-04-01,5.73679274773367
2016-05-01,-7.18635809987821
2016-06-01,-2.03475779119843
2016-07-01,0.429190131228147
2016-08-01,-0.0725210116681317
2016-09-01,0.312325855656211
2016-10-01,1.06325254508811
2016-11-01,-3.62662507829777
2016-12-01,1.42591855683778
2017-01-01,5.91120120316486
2017-02-01,8.80409952460332
2017-03-01,1.96901776088067
