DATE,SPASTT01MXM657N
2017-05-01,0.222271769513779
2017-06-01,-0.231695591943202
2017-07-01,3.50055919021288
2017-08-01,0.590495201330452
2017-09-01,-1.70878161305531
2017-10-01,-0.984929007048169
2017-11-01,-3.57371266340714
2017-12-01,0.00326631085375149
2018-01-01,3.81292930041028
2018-02-01,-2.32543226234915
2018-03-01,-2.65028491752839
2018-04-01,1.50748198157757
2018-05-01,-4.33392700015821
2018-06-01,0.678544726113366
2018-07-01,5.15227682305366
2018-08-01,1.1280604682724
2018-09-01,-0.0320497486699644
2018-10-01,-4.26990443841728
2018-11-01,-9.18755467811668
2018-12-01,-3.32776388980572
2019-01-01,4.72707995982066
2019-02-01,-0.155126489259228
2019-03-01,-2.2224037496804
2019-04-01,5.70320247441404
2019-05-01,-3.27646207914494
2019-06-01,0.229260171977444
2019-07-01,-2.6707872269081
2019-08-01,-5.10875241560953
2019-09-01,6.82405482943104
2019-10-01,0.890189982672393
2019-11-01,0.479101130666638
2019-12-01,0.249795118725224
2020-01-01,2.95040411318706
2020-02-01,-1.32941221617936
2020-03-01,-15.2371151783697
2020-04-01,-7.81478167664101
2020-05-01,5.56031424315067
2020-06-01,4.12372999281214
2020-07-01,-2.15957917351196
2020-08-01,2.84865188065059
2020-09-01,-4.49049155485136
2020-10-01,3.50022983492976
2020-11-01,7.22358676837241
2020-12-01,7.5694439816121
2021-01-01,3.86594862719471
2021-02-01,-1.806413327377
2021-03-01,5.86185304575386
2021-04-01,2.56419248425461
