DATE,SPASTT01AUM657N
2017-03-01,0.84061298612732
2017-04-01,1.84702136969634
2017-05-01,-1.09465661163477
2017-06-01,-1.37495681441456
2017-07-01,-0.0451956516621671
2017-08-01,0.0965726310442221
2017-09-01,-0.683669196057364
2017-10-01,2.15760215344337
2017-11-01,2.70017350491785
2017-12-01,0.818691091087472
2018-01-01,0.531397175426275
2018-02-01,-1.89699030431945
2018-03-01,-0.695681837334794
2018-04-01,-0.900314909493377
2018-05-01,3.67875975352322
2018-06-01,0.661822577342621
2018-07-01,2.31574213315889
2018-08-01,0.674716869746563
2018-09-01,-1.59229136682184
2018-10-01,-4.0583149505616
2018-11-01,-2.72928395071708
2018-12-01,-2.94900860893617
2019-01-01,3.35788538723762
2019-02-01,4.86308637815953
2019-03-01,1.76974152322895
2019-04-01,1.44416540679225
2019-05-01,1.63141967948414
2019-06-01,2.59550877120327
2019-07-01,2.70896828082277
2019-08-01,-2.58677002393184
2019-09-01,1.86539679395958
2019-10-01,-0.277824742829459
2019-11-01,1.49810581728169
2019-12-01,0.307257866572124
2020-01-01,2.70095068995874
2020-02-01,0.460728777909088
2020-03-01,-22.2865911950406
2020-04-01,-1.94668639811138
2020-05-01,3.4173444770141
2020-06-01,7.82022562575582
2020-07-01,1.32885868708686
2020-08-01,1.29484679586967
2020-09-01,-2.77858337211683
2020-10-01,2.73173175607973
2020-11-01,5.36073754740923
2020-12-01,3.89634953364749
2021-01-01,0.859364250999898
2021-02-01,1.51305867374635
2021-03-01,-0.740463305600238
2021-04-01,3.3514953956844
